"name","value","taxonomy","code1","code2"
"San Agustín Tlaxiaca","13_052","municipios",NULL,NULL
"San Bartolo Tutotepec","13_053","municipios",NULL,NULL
"San Salvador","13_054","municipios",NULL,NULL
"Santiago de Anaya","13_055","municipios",NULL,NULL
"Santiago Tulantepec de Lugo Guerrero","13_056","municipios",NULL,NULL
"Singuilucan","13_057","municipios",NULL,NULL
"Tasquillo","13_058","municipios",NULL,NULL
"Tecozautla","13_059","municipios",NULL,NULL
"Tenango de Doria","13_060","municipios",NULL,NULL
"Tepeapulco","13_061","municipios",NULL,NULL
"Tepehuacán de Guerrero","13_062","municipios",NULL,NULL
"Tepeji del Río de Ocampo","13_063","municipios",NULL,NULL
"Tepetitlán","13_064","municipios",NULL,NULL
"Tetepango","13_065","municipios",NULL,NULL
"Villa de Tezontepec","13_066","municipios",NULL,NULL
"Tezontepec de Aldama","13_067","municipios",NULL,NULL
"Tianguistengo","13_068","municipios",NULL,NULL
"Tizayuca","13_069","municipios",NULL,NULL
"Tlahuelilpan","13_070","municipios",NULL,NULL
"Tlahuiltepa","13_071","municipios",NULL,NULL
"Tlanalapa","13_072","municipios",NULL,NULL
"Tlanchinol","13_073","municipios",NULL,NULL
"Tlaxcoapan","13_074","municipios",NULL,NULL
"Tolcayuca","13_075","municipios",NULL,NULL
"Tula de Allende","13_076","municipios",NULL,NULL
"Tulancingo de Bravo","13_077","municipios",NULL,NULL
"Xochiatipan","13_078","municipios",NULL,NULL
"Xochicoatlán","13_079","municipios",NULL,NULL
"Yahualica","13_080","municipios",NULL,NULL
"Zacualtipán de Ángeles","13_081","municipios",NULL,NULL
"Zapotlán de Juárez","13_082","municipios",NULL,NULL
"Zempoala","13_083","municipios",NULL,NULL
"Zimapán","13_084","municipios",NULL,NULL
"Acatic","14_001","municipios",NULL,NULL
"Acatlán de Juárez","14_002","municipios",NULL,NULL
"Ahualulco de Mercado","14_003","municipios",NULL,NULL
"Amacueca","14_004","municipios",NULL,NULL
"Amatitán","14_005","municipios",NULL,NULL
"Ameca","14_006","municipios",NULL,NULL
"San Juanito de Escobedo","14_007","municipios",NULL,NULL
"Arandas","14_008","municipios",NULL,NULL
"El Arenal","14_009","municipios",NULL,NULL
"Atemajac de Brizuela","14_010","municipios",NULL,NULL
"Atengo","14_011","municipios",NULL,NULL
"Atenguillo","14_012","municipios",NULL,NULL
"Atotonilco el Alto","14_013","municipios",NULL,NULL
"Atoyac","14_014","municipios",NULL,NULL
"Autlán de Navarro","14_015","municipios",NULL,NULL
"Ayotlán","14_016","municipios",NULL,NULL
"Ayutla","14_017","municipios",NULL,NULL
"La Barca","14_018","municipios",NULL,NULL
"Bolaños","14_019","municipios",NULL,NULL
